payment_id,merchant_id,amount,payment_method,bank_debited,gateway_status,order_status,service_delivered,callback_received,refund_status,retry_count,time_since_payment_minutes,customer_complaint,fraud_risk_score,scenario,incident_label,incident_type,synthetic_data_note
pay_syn_000027,merchant_090,118.65,card,True,captured,fulfilled,True,True,none,1,3,False,0.150208,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000028,merchant_075,13.48,upi,True,captured,fulfilled,True,True,none,1,12,False,0.095438,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000029,merchant_007,94.1,wallet,True,captured,fulfilled,True,True,none,0,11,False,0.066784,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000030,merchant_005,9.79,netbanking,False,failed,failed,False,True,none,1,2,False,0.105569,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000031,merchant_003,20.32,netbanking,True,failed,failed,False,False,none,0,134,False,0.261581,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000032,merchant_052,78.06,wallet,True,pending,created,False,False,none,6,108,False,0.174986,RETRY_RISK,True,RETRY_RELATED_PAYMENT_RISK,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000033,merchant_073,35.41,card,True,captured,fulfilled,True,True,none,1,6,False,0.309303,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000034,merchant_107,129.57,wallet,True,captured,fulfilled,True,True,none,0,5,False,0.014112,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000035,merchant_092,14.35,upi,True,captured,fulfilled,True,True,none,1,16,False,0.213913,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000036,merchant_005,33.09,wallet,True,captured,fulfilled,True,True,none,0,16,False,0.194869,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000037,merchant_030,59.9,upi,True,captured,fulfilled,True,True,none,0,5,False,0.081507,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000038,merchant_101,93.57,upi,True,captured,fulfilled,True,True,none,1,13,False,0.127084,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000039,merchant_029,24.71,wallet,True,captured,fulfilled,True,True,none,0,9,False,0.055151,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000040,merchant_052,372.44,card,False,failed,failed,False,True,none,1,6,False,0.060104,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000041,merchant_040,55.31,card,True,captured,fulfilled,True,True,none,0,14,False,0.097742,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000042,merchant_066,20.9,wallet,True,captured,confirmed,False,True,none,1,237,False,0.044703,CAPTURED_UNFULFILLED,True,CAPTURED_BUT_UNFULFILLED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000043,merchant_098,18.65,card,False,failed,failed,False,True,none,0,13,False,0.058147,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000044,merchant_052,114.05,card,True,captured,fulfilled,True,True,none,1,17,False,0.227757,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000045,merchant_030,221.03,netbanking,True,captured,confirmed,False,True,none,1,196,False,0.253793,CAPTURED_UNFULFILLED,True,CAPTURED_BUT_UNFULFILLED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000046,merchant_092,37.34,netbanking,True,failed,failed,False,False,none,1,58,False,0.01072,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000047,merchant_056,53.95,upi,True,captured,fulfilled,True,True,none,0,5,False,0.108953,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000048,merchant_079,803.14,wallet,True,captured,fulfilled,True,True,none,0,17,False,0.094801,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000049,merchant_093,11.95,card,False,failed,failed,False,True,none,1,10,False,0.148496,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000050,merchant_037,53.1,wallet,True,captured,fulfilled,True,True,none,1,12,False,0.070936,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000051,merchant_091,85.93,upi,True,captured,fulfilled,True,True,none,1,5,False,0.027682,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000052,merchant_094,14.98,netbanking,True,captured,fulfilled,True,True,none,0,17,False,0.018587,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000053,merchant_077,56.24,card,True,failed,failed,False,False,none,2,114,False,0.348924,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000054,merchant_045,66.8,upi,False,failed,failed,False,True,none,1,20,False,0.110829,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000055,merchant_051,36.35,wallet,False,failed,failed,False,True,none,1,17,False,0.09153,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000056,merchant_103,115.15,wallet,True,failed,failed,False,False,none,1,89,False,0.152726,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000057,merchant_073,129.07,wallet,True,captured,fulfilled,True,True,none,0,5,False,0.045135,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000058,merchant_016,39.57,card,False,failed,failed,False,True,none,1,2,False,0.044086,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000059,merchant_020,57.36,card,True,captured,fulfilled,True,True,none,1,2,False,0.0542,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000060,merchant_042,86.14,netbanking,True,captured,fulfilled,True,True,none,0,9,False,0.019829,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000061,merchant_056,39.87,card,False,failed,failed,False,True,none,1,8,False,0.222124,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000062,merchant_023,42.49,upi,True,captured,fulfilled,True,True,none,0,6,False,0.140868,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000063,merchant_066,28.19,upi,False,failed,failed,False,True,none,1,3,False,0.038488,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000064,merchant_028,48.94,card,True,failed,failed,False,False,none,0,85,False,0.331193,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000065,merchant_068,82.14,wallet,False,failed,failed,False,True,none,1,17,False,0.146731,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000066,merchant_017,322.99,card,False,failed,failed,False,True,none,0,12,False,0.118106,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000067,merchant_083,20.68,upi,False,failed,failed,False,True,none,1,3,False,0.008696,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000068,merchant_059,75.7,upi,True,captured,fulfilled,True,True,none,0,14,False,0.034036,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000069,merchant_102,50.81,netbanking,True,captured,fulfilled,True,True,none,0,12,False,0.07338,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000070,merchant_118,18.81,upi,True,captured,fulfilled,True,True,none,0,7,False,0.21095,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000071,merchant_028,83.4,netbanking,True,captured,fulfilled,True,True,none,1,11,False,0.078154,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000072,merchant_102,57.54,wallet,True,captured,fulfilled,True,True,none,0,10,False,0.021988,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000073,merchant_050,103.33,wallet,True,captured,confirmed,False,True,none,0,160,False,0.085584,CAPTURED_UNFULFILLED,True,CAPTURED_BUT_UNFULFILLED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000074,merchant_031,274.78,netbanking,True,captured,fulfilled,True,True,none,0,16,False,0.059079,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000075,merchant_040,36.58,upi,True,captured,fulfilled,True,True,none,1,3,False,0.074319,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000076,merchant_100,43.3,upi,True,captured,fulfilled,True,True,none,0,10,False,0.134034,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000077,merchant_049,43.54,wallet,True,captured,fulfilled,True,True,none,1,15,False,0.034942,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000078,merchant_036,36.32,netbanking,False,failed,failed,False,True,none,0,23,False,0.098591,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000079,merchant_012,52.6,card,False,failed,failed,False,True,none,0,21,False,0.042397,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000080,merchant_054,64.35,upi,True,failed,failed,False,False,none,2,56,False,0.192161,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000081,merchant_087,151.65,wallet,False,failed,failed,False,True,none,0,11,False,0.033753,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000082,merchant_079,95.53,wallet,True,captured,fulfilled,True,True,none,0,14,False,0.087693,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000083,merchant_105,56.25,upi,True,failed,failed,False,False,none,0,175,False,0.026002,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000084,merchant_077,33.28,card,True,captured,fulfilled,True,True,none,0,14,False,0.023363,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000085,merchant_008,13.97,upi,True,captured,fulfilled,True,True,none,0,14,False,0.074025,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000086,merchant_040,42.35,wallet,True,captured,fulfilled,True,True,none,1,17,False,0.394836,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000087,merchant_118,21.4,wallet,False,failed,failed,False,True,none,0,10,False,0.333803,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000088,merchant_028,31.87,upi,True,captured,fulfilled,True,True,none,1,16,False,0.011328,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000089,merchant_064,130.92,netbanking,True,captured,fulfilled,True,True,none,1,11,False,0.02757,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000090,merchant_075,34.02,card,True,captured,fulfilled,True,True,none,1,17,False,0.012704,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000091,merchant_010,96.8,wallet,True,captured,fulfilled,True,True,none,1,17,False,0.06776,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000092,merchant_067,118.55,netbanking,False,failed,failed,False,True,none,1,18,False,0.016952,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000093,merchant_040,183.69,upi,True,captured,fulfilled,True,True,none,0,14,False,0.118748,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000094,merchant_087,166.4,upi,True,captured,fulfilled,True,True,none,0,5,False,0.183078,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000095,merchant_115,100.22,netbanking,True,captured,fulfilled,True,True,none,1,14,False,0.044611,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000096,merchant_106,66.48,upi,False,failed,failed,False,True,none,1,4,False,0.137918,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000097,merchant_060,12.84,upi,True,captured,fulfilled,True,True,none,1,10,False,0.073226,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000098,merchant_025,259.3,wallet,True,captured,fulfilled,True,True,none,0,9,False,0.054794,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000099,merchant_001,59.39,netbanking,True,captured,fulfilled,True,True,none,0,12,False,0.053655,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000100,merchant_087,74.62,card,True,pending,created,False,False,none,3,119,False,0.209685,RETRY_RISK,True,RETRY_RELATED_PAYMENT_RISK,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000101,merchant_104,551.62,upi,True,captured,cancelled,False,True,none,1,187,False,0.135955,REFUND_REQUIRED,True,REFUND_REQUIRED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000102,merchant_001,93.97,card,False,failed,failed,False,True,none,0,24,False,0.285174,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000103,merchant_080,38.09,wallet,True,captured,fulfilled,True,True,none,1,2,False,0.210027,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000104,merchant_038,262.22,netbanking,True,pending,created,False,False,none,3,106,False,0.08499,RETRY_RISK,True,RETRY_RELATED_PAYMENT_RISK,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000105,merchant_080,22.56,upi,True,failed,failed,False,False,none,2,107,False,0.114985,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000106,merchant_014,12.69,upi,False,failed,failed,False,True,none,1,17,False,0.205488,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000107,merchant_067,70.68,card,True,captured,fulfilled,True,True,none,0,16,False,0.197478,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000108,merchant_073,30.17,card,True,captured,fulfilled,True,True,none,1,5,False,0.015086,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000109,merchant_062,68.68,upi,True,captured,fulfilled,True,True,none,1,11,False,0.365298,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000110,merchant_088,17.71,card,True,captured,cancelled,False,True,none,1,119,False,0.090415,REFUND_REQUIRED,True,REFUND_REQUIRED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000111,merchant_094,67.67,netbanking,True,captured,fulfilled,True,True,none,1,4,False,0.301274,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000112,merchant_001,20.06,wallet,True,captured,fulfilled,True,True,none,1,4,False,0.112175,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000113,merchant_024,24.9,upi,True,captured,fulfilled,True,True,none,1,11,False,0.020986,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000114,merchant_003,27.49,upi,False,failed,failed,False,True,none,1,8,False,0.210658,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000115,merchant_005,32.82,netbanking,True,captured,fulfilled,True,True,none,1,7,False,0.243624,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000116,merchant_118,106.73,wallet,True,captured,confirmed,False,True,none,1,169,False,0.264762,CAPTURED_UNFULFILLED,True,CAPTURED_BUT_UNFULFILLED,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000117,merchant_038,178.52,netbanking,True,failed,failed,False,False,none,0,132,False,0.166979,DEBIT_SERVICE_MISMATCH,True,DEBIT_SERVICE_MISMATCH,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000118,merchant_074,222.41,upi,False,failed,failed,False,True,none,0,19,False,0.340106,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000119,merchant_051,13.42,netbanking,True,captured,fulfilled,True,True,none,0,2,False,0.143518,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000120,merchant_092,52.97,wallet,False,failed,failed,False,True,none,1,22,False,0.119812,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000121,merchant_027,55.49,upi,False,failed,failed,False,True,none,0,19,False,0.147968,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000122,merchant_101,13.81,upi,False,failed,failed,False,True,none,0,17,False,0.244258,FAILED_SAFE,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000123,merchant_093,224.75,wallet,True,captured,fulfilled,True,True,none,0,11,False,0.151591,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000124,merchant_007,242.05,card,True,captured,fulfilled,True,True,none,1,14,False,0.315989,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000125,merchant_086,90.47,wallet,True,captured,fulfilled,True,True,none,1,2,False,0.007572,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
pay_syn_000126,merchant_087,272.13,upi,True,captured,fulfilled,True,True,none,0,6,False,0.198521,NORMAL,False,NORMAL_PAYMENT,This dataset is simulated for hackathon demonstration and does not represent proprietary payment-provider data.
