window_start,window_end,scenario_type,expected_spike,status,primary_driver,review_rate,payment_incident_rate,critical_high_incident_rate,debit_service_mismatch_rate,complaint_escalation_rate,retry_risk_rate,recommended_action
2026-08-27T19:30:00,2026-08-27T19:45:00,NORMAL,False,NORMAL,NONE,0.1,0.025,0.025,0.025,0.0,0.0,Continue monitoring current operating conditions.
2026-08-27T19:45:00,2026-08-27T20:00:00,NORMAL,False,NORMAL,NONE,0.1125,0.0125,0.0,0.0,0.0,0.0125,Continue monitoring current operating conditions.
2026-08-27T20:00:00,2026-08-27T20:15:00,NORMAL,False,NORMAL,NONE,0.1375,0.05,0.05,0.0125,0.0125,0.0,Continue monitoring current operating conditions.
2026-08-27T20:15:00,2026-08-27T20:30:00,NORMAL,False,NORMAL,NONE,0.125,0.025,0.025,0.0,0.0,0.0,Continue monitoring current operating conditions.
2026-08-27T20:30:00,2026-08-27T20:45:00,NORMAL,False,NORMAL,NONE,0.15,0.0375,0.0375,0.0125,0.0,0.0,Continue monitoring current operating conditions.
2026-08-27T20:45:00,2026-08-27T21:00:00,NORMAL,False,NORMAL,NONE,0.0875,0.075,0.0625,0.05,0.0,0.0125,Continue monitoring current operating conditions.
2026-08-27T21:00:00,2026-08-27T21:15:00,NORMAL,False,NORMAL,NONE,0.1625,0.075,0.0625,0.0375,0.0,0.0125,Continue monitoring current operating conditions.
2026-08-27T21:15:00,2026-08-27T21:30:00,NORMAL,False,NORMAL,NONE,0.15,0.025,0.025,0.0125,0.0,0.0,Continue monitoring current operating conditions.
2026-08-27T21:30:00,2026-08-27T21:45:00,NORMAL,False,NORMAL,NONE,0.1,0.1125,0.1,0.0625,0.025,0.0125,Continue monitoring current operating conditions.
2026-08-27T21:45:00,2026-08-27T22:00:00,NORMAL,False,NORMAL,NONE,0.05,0.0625,0.0375,0.0,0.0125,0.025,Continue monitoring current operating conditions.
2026-08-27T22:00:00,2026-08-27T22:15:00,NORMAL,False,NORMAL,NONE,0.0875,0.075,0.05,0.025,0.0,0.025,Continue monitoring current operating conditions.
2026-08-27T22:15:00,2026-08-27T22:30:00,NORMAL,False,NORMAL,NONE,0.125,0.0625,0.0375,0.0375,0.0,0.025,Continue monitoring current operating conditions.
2026-08-27T22:30:00,2026-08-27T22:45:00,NORMAL,False,NORMAL,RETRY_RISK_RATE,0.05,0.05,0.0375,0.0375,0.0,0.0125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-27T22:45:00,2026-08-27T23:00:00,NORMAL,False,ELEVATED,REVIEW_RATE,0.1875,0.075,0.075,0.05,0.0125,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-27T23:00:00,2026-08-27T23:15:00,NORMAL,False,ELEVATED,COMPLAINT_ESCALATION_RATE,0.175,0.0875,0.075,0.025,0.025,0.0125,Review unresolved customer complaints and refund status.
2026-08-27T23:15:00,2026-08-27T23:30:00,NORMAL,False,NORMAL,MEAN_FRAUD_RISK,0.125,0.0125,0.0125,0.0125,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-27T23:30:00,2026-08-27T23:45:00,NORMAL,False,NORMAL,MEAN_FRAUD_RISK,0.1375,0.0625,0.0625,0.025,0.0125,0.0,Review the recent transaction fraud-risk distribution.
2026-08-27T23:45:00,2026-08-28T00:00:00,NORMAL,False,ELEVATED,DEBIT_SERVICE_MISMATCH_RATE,0.0375,0.0875,0.0875,0.0625,0.0,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-28T00:00:00,2026-08-28T00:15:00,NORMAL,False,NORMAL,REVIEW_RATE,0.1375,0.025,0.025,0.0125,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T00:15:00,2026-08-28T00:30:00,NORMAL,False,NORMAL,MEAN_FRAUD_RISK,0.1625,0.075,0.05,0.0375,0.0,0.025,Review the recent transaction fraud-risk distribution.
2026-08-28T00:30:00,2026-08-28T00:45:00,NORMAL,False,NORMAL,PAYMENT_INCIDENT_RATE,0.1125,0.1,0.075,0.05,0.0,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T00:45:00,2026-08-28T01:00:00,NORMAL,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.1,0.075,0.0625,0.0125,0.0125,0.0125,Check orders captured without fulfilment and reconcile service delivery.
2026-08-28T01:00:00,2026-08-28T01:15:00,NORMAL,False,NORMAL,REVIEW_RATE,0.1625,0.0375,0.0375,0.0125,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T01:15:00,2026-08-28T01:30:00,NORMAL,False,NORMAL,MEAN_FRAUD_RISK,0.1125,0.025,0.0125,0.0,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T01:30:00,2026-08-28T01:45:00,NORMAL,False,NORMAL,RETRY_RISK_RATE,0.1125,0.0375,0.025,0.025,0.0,0.0125,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-28T01:45:00,2026-08-28T02:00:00,NORMAL,False,NORMAL,VERY_HIGH_RISK_RATE,0.05,0.0375,0.0375,0.025,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T02:00:00,2026-08-28T02:15:00,NORMAL,False,NORMAL,DEBIT_SERVICE_MISMATCH_RATE,0.1625,0.075,0.075,0.05,0.0125,0.0,Check payment callback and reconciliation flow for delayed or failed status updates.
2026-08-28T02:15:00,2026-08-28T02:30:00,NORMAL,False,NORMAL,VERY_HIGH_RISK_RATE,0.1625,0.025,0.025,0.0,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T02:30:00,2026-08-28T02:45:00,NORMAL,False,NORMAL,RETRY_RISK_RATE,0.1,0.0625,0.0375,0.0125,0.0125,0.025,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-28T02:45:00,2026-08-28T03:00:00,NORMAL,False,NORMAL,VERY_HIGH_RISK_RATE,0.0625,0.0125,0.0125,0.0125,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T03:00:00,2026-08-28T03:15:00,NORMAL,False,NORMAL,COMPLAINT_ESCALATION_RATE,0.1125,0.05,0.0375,0.0125,0.0125,0.0125,Review unresolved customer complaints and refund status.
2026-08-28T03:15:00,2026-08-28T03:30:00,NORMAL,False,NORMAL,RETRY_RISK_RATE,0.1625,0.0625,0.0375,0.0125,0.0125,0.025,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-28T03:30:00,2026-08-28T03:45:00,NORMAL,False,NORMAL,REVIEW_RATE,0.175,0.0625,0.0625,0.0375,0.0125,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T03:45:00,2026-08-28T04:00:00,NORMAL,False,NORMAL,VERY_HIGH_RISK_RATE,0.075,0.0125,0.0125,0.0,0.0125,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T04:00:00,2026-08-28T04:15:00,NORMAL,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.0875,0.0625,0.0625,0.025,0.0,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-28T04:15:00,2026-08-28T04:30:00,NORMAL,False,NORMAL,PAYMENT_INCIDENT_RATE,0.1125,0.075,0.0625,0.0375,0.0125,0.0125,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T04:30:00,2026-08-28T04:45:00,NORMAL,False,NORMAL,REVIEW_RATE,0.15,0.0375,0.0375,0.025,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T04:45:00,2026-08-28T05:00:00,NORMAL,False,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.0875,0.075,0.025,0.0375,0.0125,Review unresolved customer complaints and refund status.
2026-08-28T05:00:00,2026-08-28T05:15:00,NORMAL,False,NORMAL,COMPLAINT_ESCALATION_RATE,0.15,0.0375,0.0375,0.0,0.0125,0.0,Review unresolved customer complaints and refund status.
2026-08-28T05:15:00,2026-08-28T05:30:00,NORMAL,False,HIGH,RETRY_RISK_RATE,0.075,0.0625,0.025,0.0125,0.0,0.0375,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-28T05:30:00,2026-08-28T05:45:00,NORMAL,False,NORMAL,CAPTURED_UNFULFILLED_RATE,0.125,0.075,0.075,0.025,0.0125,0.0,Check orders captured without fulfilment and reconcile service delivery.
2026-08-28T05:45:00,2026-08-28T06:00:00,NORMAL,False,NORMAL,MEAN_FRAUD_RISK,0.15,0.05,0.0375,0.0125,0.0125,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T06:00:00,2026-08-28T06:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3875,0.1,0.1,0.0625,0.0125,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T06:15:00,2026-08-28T06:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.375,0.0875,0.0625,0.0125,0.0125,0.025,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T06:30:00,2026-08-28T06:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.45,0.025,0.0125,0.0,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T06:45:00,2026-08-28T07:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.2875,0.0875,0.075,0.025,0.0375,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T07:00:00,2026-08-28T07:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3125,0.05,0.0375,0.0375,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T07:15:00,2026-08-28T07:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3125,0.025,0.0125,0.0125,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T07:30:00,2026-08-28T07:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3,0.0375,0.0125,0.0125,0.0,0.025,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T07:45:00,2026-08-28T08:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3625,0.05,0.05,0.05,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T08:00:00,2026-08-28T08:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3,0.075,0.05,0.025,0.0,0.025,Review the recent transaction fraud-risk distribution.
2026-08-28T08:15:00,2026-08-28T08:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3,0.0625,0.0625,0.0375,0.0125,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T08:30:00,2026-08-28T08:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3875,0.0375,0.025,0.0125,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T08:45:00,2026-08-28T09:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.2875,0.0875,0.075,0.025,0.0375,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T09:00:00,2026-08-28T09:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.325,0.0875,0.075,0.0375,0.0125,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T09:15:00,2026-08-28T09:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3875,0.1,0.0875,0.0375,0.025,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T09:30:00,2026-08-28T09:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3375,0.05,0.0375,0.025,0.0125,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T09:45:00,2026-08-28T10:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.325,0.05,0.05,0.0125,0.025,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T10:00:00,2026-08-28T10:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3,0.0375,0.0375,0.0125,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T10:15:00,2026-08-28T10:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3625,0.1125,0.0875,0.05,0.0125,0.025,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T10:30:00,2026-08-28T10:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.2875,0.05,0.05,0.0375,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T10:45:00,2026-08-28T11:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.35,0.05,0.05,0.025,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T11:00:00,2026-08-28T11:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3375,0.1125,0.0875,0.05,0.0,0.025,Review the recent transaction fraud-risk distribution.
2026-08-28T11:15:00,2026-08-28T11:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3875,0.0125,0.0125,0.0,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T11:30:00,2026-08-28T11:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.375,0.025,0.025,0.0125,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T11:45:00,2026-08-28T12:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.4125,0.075,0.0625,0.05,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T12:00:00,2026-08-28T12:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.4125,0.0625,0.05,0.025,0.0,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T12:15:00,2026-08-28T12:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3,0.0625,0.0625,0.0375,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T12:30:00,2026-08-28T12:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.4125,0.125,0.1,0.0625,0.0125,0.025,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T12:45:00,2026-08-28T13:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.4375,0.0625,0.0375,0.025,0.0,0.025,Review the recent transaction fraud-risk distribution.
2026-08-28T13:00:00,2026-08-28T13:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.35,0.0625,0.05,0.0375,0.0125,0.0125,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T13:15:00,2026-08-28T13:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3,0.0875,0.05,0.025,0.0,0.0375,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T13:30:00,2026-08-28T13:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.375,0.1125,0.1,0.0625,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T13:45:00,2026-08-28T14:00:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.3125,0.0625,0.0625,0.0375,0.0,0.0,Review the recent transaction fraud-risk distribution.
2026-08-28T14:00:00,2026-08-28T14:15:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.2875,0.05,0.0375,0.025,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T14:15:00,2026-08-28T14:30:00,FRAUD_RISK_SPIKE,True,CRITICAL,MEAN_FRAUD_RISK,0.325,0.0375,0.025,0.025,0.0,0.0125,Review the recent transaction fraud-risk distribution.
2026-08-28T14:30:00,2026-08-28T14:45:00,FRAUD_RISK_SPIKE,True,CRITICAL,REVIEW_RATE,0.3375,0.025,0.025,0.025,0.0,0.0,Inspect the highest-risk transactions and analyst review queue.
2026-08-28T14:45:00,2026-08-28T15:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,RETRY_RISK_RATE,0.075,0.1875,0.0875,0.075,0.0125,0.1,Inspect retry patterns and unresolved earlier payment attempts.
2026-08-28T15:00:00,2026-08-28T15:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.2,0.225,0.1875,0.05,0.075,0.0375,Review unresolved customer complaints and refund status.
2026-08-28T15:15:00,2026-08-28T15:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1,0.2125,0.1625,0.075,0.0625,0.05,Review unresolved customer complaints and refund status.
2026-08-28T15:30:00,2026-08-28T15:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.225,0.2,0.075,0.0875,0.025,Review unresolved customer complaints and refund status.
2026-08-28T15:45:00,2026-08-28T16:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.2125,0.2125,0.075,0.075,0.0,Review unresolved customer complaints and refund status.
2026-08-28T16:00:00,2026-08-28T16:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.175,0.2375,0.175,0.075,0.0375,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T16:15:00,2026-08-28T16:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.0375,0.2125,0.15,0.0875,0.0125,0.0625,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T16:30:00,2026-08-28T16:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1375,0.3,0.2125,0.1,0.0875,0.0875,Review unresolved customer complaints and refund status.
2026-08-28T16:45:00,2026-08-28T17:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.175,0.2,0.175,0.075,0.05,0.025,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T17:00:00,2026-08-28T17:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.225,0.2625,0.2125,0.075,0.075,0.05,Review unresolved customer complaints and refund status.
2026-08-28T17:15:00,2026-08-28T17:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.2125,0.15,0.025,0.075,0.0625,Review unresolved customer complaints and refund status.
2026-08-28T17:30:00,2026-08-28T17:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1125,0.225,0.1625,0.05,0.075,0.0625,Review unresolved customer complaints and refund status.
2026-08-28T17:45:00,2026-08-28T18:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1875,0.3,0.2,0.075,0.0625,0.1,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T18:00:00,2026-08-28T18:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1875,0.175,0.1375,0.0375,0.025,0.0375,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T18:15:00,2026-08-28T18:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1375,0.15,0.1125,0.0625,0.05,0.0375,Review unresolved customer complaints and refund status.
2026-08-28T18:30:00,2026-08-28T18:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.075,0.2,0.175,0.05,0.075,0.025,Review unresolved customer complaints and refund status.
2026-08-28T18:45:00,2026-08-28T19:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,PAYMENT_INCIDENT_RATE,0.1,0.2375,0.1875,0.075,0.05,0.05,Inspect recent payment lifecycle incidents and reconciliation states.
2026-08-28T19:00:00,2026-08-28T19:15:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.1625,0.3,0.2625,0.0875,0.1,0.0375,Review unresolved customer complaints and refund status.
2026-08-28T19:15:00,2026-08-28T19:30:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.1875,0.175,0.0625,0.0625,0.0125,Review unresolved customer complaints and refund status.
2026-08-28T19:30:00,2026-08-28T19:45:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.125,0.2375,0.2125,0.05,0.1,0.025,Review unresolved customer complaints and refund status.
2026-08-28T19:45:00,2026-08-28T20:00:00,PAYMENT_INCIDENT_SPIKE,True,CRITICAL,COMPLAINT_ESCALATION_RATE,0.15,0.2,0.1875,0.075,0.05,0.0125,Review unresolved customer complaints and refund status.
